Call ID,Scenario Name,Expected Outcome,Actual Transcript,Extracted Name,Extracted Service,Extracted Time,n8n Webhook & DB Status,Overall Status (Pass/Fail/Warning),AI Suggestions & Improvements,Counsel Suggestions
7953090,Scenario 299: Modification - English - Elderly - Voice_High_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I have a booking for PPF 
 LLM: Sure, mee PPF booking gurinchi em help kavali? Booking details confirm cheyala, leka reschedule/cancel cheyala? 
 
 user: It is scheduled for today at 2 PM Please speak slowly I don't understand technology 
 LLM: I understand. Your PPF appointment is scheduled for today at 2:00 PM. I can’t directly change or confirm booking details here; please call *7893 6865 81* for help. Inkemaina help kavala? 
 
 user: I want to change it 
 LLM: You’ll need to call *7893 6865 81* to reschedule your PPF appointment. I can’t modify bookings directly here. Inkemaina help kavala? 
 
 user: Can we move it to 5 PM instead 
 LLM: 5:00 PM is not available for appointments; bookable slots are only from *9:00 AM to 4:30 PM*. Please call *7893 6865 81* to reschedule your PPF booking to the nearest available slot. Inkemaina help kavala? 
 
 user: Is 5 PM available 
 LLM: *5:00 PM* is not a bookable appointment time. Appointments are available from *9:00 AM to 4:30 PM*. Would you like to choose the nearest available slot? 
 
 user: Please confirm the new time 
 LLM: I can’t confirm a new time or modify bookings directly here. Please call *7893 6865 81* to reschedule your PPF appointment; the latest bookable slot is *4:30 PM*. Inkemaina help kavala?",,PPF booking,5 PM,N/A (No Name Expected),,,
7953105,Scenario 300: Modification - English - Elderly - Voice_Low_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I a booking for exterior wash 
 LLM: Sure, exterior wash booking cheddam. Mee preferred date and time cheppandi. 
 
 user: It is scheduled for today at 2 Please speak slowly I don't understand technology 
 LLM: Sure, slowly cheptanu. Today, September 16, 2026, afternoon 2:00 PM ki exterior wash appointment book cheddam. Mee peru cheppandi. 
 
 user: I want change it 
 LLM: I can’t modify bookings directly. Please call *7893686581* to reschedule. Inkemaina help kavala? 
 
 user: Can we move it 5 PM instead 
 LLM: Exterior wash slots *5:00 PM* ki available undavu. Bookable slots *9:00 AM–4:30 PM* varake. Same day *4:30 PM* slot kavala? 
 
 user: 5 PM available 
 LLM: 5:00 PM bookable slot kaadu; last slot *4:30 PM*. Same day 4:30 PM ki move cheyyala, leda next morning slot kavala? 
 
 user: Please confirm the time 
 LLM: Your exterior wash slot is confirmed for *4:30 PM today*. Inkemaina help kavala?",,exterior wash,4:30 PM today,N/A (No Name Expected),,,
7953122,Scenario 301: Modification - Hindi - Cooperative - Text_Whatsapp,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: meri full detailing ki booking hai 
 LLM: Sure, full detailing booking ki help chestha. Meeku ye date and time kavali? 
 
 user: aaj 2 baje 
 LLM: Aaj September 16, 2026 roju 2:00 PM slot book cheyadaniki available undi. Mee booking kosam *full detailing* price *₹3,499* nunchi start avtundi. Mee peru cheppandi? 
 
 user: change karni hai 
 LLM: Booking modify cheyadam nenu direct ga cheyalenu. Reschedule kosam *7893 6865 81* ki call cheyandi. 
 
 user: 5 baje ho jayega? 
 LLM: *5:00 PM* bookable slot kaadu; last slot *4:30 PM* varaku untundi. Aaj *4:30 PM* ki book cheyala? 
 
 user: 5 baje available hai? 
 LLM: *5:00 PM* slot available nahi hai; last bookable slot *4:30 PM* hai. Aap *4:30 PM* chahte hain? 
 
 user: naya time confirm kar do 
 LLM: Kaunsa naya time chahiye? Bookable slots *9:00 AM se 4:30 PM* tak available hain.",,Full detailing booking.,4:30 PM is the last available slot.,N/A (No Name Expected),,,
7953140,Scenario 302: Modification - Hindi - Cooperative - Voice_High_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी ceramic coating की बुकिंग है। 
 LLM: अच्छा, आपकी ceramic coating booking के बारे में help करती हूँ। कृपया बताइए, booking में क्या जानना या बदलना है? 
 
 user: आज 2 बजे की है। 
 LLM: ठीक है जी, आपकी ceramic coating appointment आज afternoon two o'clock की है। आप इसके बारे में क्या जानना चाहेंगे? 
 
 user: मुझे इसे change करना है। 
 LLM: समझ गई जी। Booking को modify या reschedule करने के लिए कृपया *7893686581* पर call कीजिए। 
 
 user: क्या 5 बजे हो सकता है 
 LLM: समझ गई जी, पाँच बजे का slot bookable नहीं है। आख़िरी appointment slot शाम चार बजकर तीस मिनट का है; कृपया reschedule करने के लिए *7893686581* पर call कीजिए। 
 
 user: 5 बजे free हैं 
 LLM: समझ गई जी, लेकिन पाँच बजे appointment slot उपलब्ध नहीं है। आख़िरी bookable slot शाम चार बजकर तीस मिनट का है; booking बदलने के लिए *7893686581* पर call कीजिए। 
 
 user: नई booking confirm कर दो। 
 LLM: ठीक है जी। नई booking किस तारीख़ और किस समय के लिए चाहिए?",,Ceramic coating service.,,N/A (No Name Expected),,,
7953149,Scenario 303: Modification - Hindi - Cooperative - Voice_Low_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: interior cleaning की बुकिंग है। 
 LLM: जी, interior cleaning की booking कर देते हैं। कौनसी date और time चाहिए? 
 
 user: आज बजे की है। 
 LLM: सही से सुनाई नहीं दिया जी। आज किस time की booking चाहिए? 
 
 user: मुझे इसे change है। 
 LLM: समझ गई जी। Booking modify या reschedule करने के लिए कृपया *7893686581* पर call कीजिए। 
 
 user: क्या 5 हो सकता है 
 LLM: पाँच बजे का slot bookable नहीं है जी; आखिरी slot शाम चार बजकर तीस मिनट का है। आज शाम चार बजकर तीस मिनट ठीक रहेगा? 
 
 user: 5 free हैं 
 LLM: समझ गई जी, लेकिन पाँच बजे appointment slot उपलब्ध नहीं है। आखिरी bookable slot शाम चार बजकर तीस मिनट का है। 
 
 user: booking confirm कर दो। 
 LLM: ठीक है जी, interior cleaning की booking confirm करने के लिए कौनसी date और bookable time चाहिए?",,Interior cleaning,5 PM is requested but not available; user agrees to 4:30 PM.,N/A (No Name Expected),,,
7953157,Scenario 304: Modification - Hindi - Angry - Text_Whatsapp,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: meri PPF ki booking hai 
 LLM: *PPF booking* kosam help chestha. Mee preferred *date and time* cheppandi. 
 
 user: aaj 2 baje mujhe abhi solution chahiye! 
 LLM: Aaj *2:00 PM* ka PPF slot chahiye, samajh gayi. Lekin abhi *11:05 PM* hai, isliye aaj ka slot possible nahi hai; kal *9:00 AM se 4:30 PM* ke beech ka time bataiye. 
 
 user: change karni hai 
 LLM: Booking change directly nahi kar sakti. Reschedule ke liye *7893 6865 81* par call kijiye. 
 
 user: 5 baje ho jayega? 
 LLM: PPF ke bookable slots *9:00 AM se 4:30 PM* tak hain, isliye *5:00 PM* available nahi hai. *4:30 PM* ya kal morning ka slot choose kar sakte hain? 
 
 user: 5 baje available hai? 
 LLM: *5:00 PM* bookable slot nahi hai. Latest slot *4:30 PM* hai; reschedule ke liye *7893 6865 81* par call kijiye. 
 
 user: naya time confirm kar do 
 LLM: Naya time confirm karne ke liye *date aur preferred time* bhej dijiye. *4:30 PM* ke baad slots available nahi hain.",,PPF booking,4:30 PM is the latest available slot.,N/A (No Name Expected),,,
7953165,Scenario 305: Modification - Hindi - Angry - Voice_High_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी exterior wash की बुकिंग है। 
 LLM: अच्छा, आपकी *exterior wash* booking है। आप इसमें क्या जानना चाहते हैं—appointment का time confirm करना है या कुछ और? 
 
 user: आज 2 बजे की है। मुझे यह अभी ठीक चाहिए 
 LLM: समझ गई—आपकी exterior wash appointment आज afternoon two o’clock की है और आप इसे अभी ठीक करवाना चाहते हैं। मैं booking में सीधे बदलाव नहीं कर सकती; कृपया *seven eight nine three, six eight six five, eight one* पर call करके तुरंत reschedule या confirm कर लीजिए। 
 
 user: मुझे इसे change करना है। 
 LLM: समझ गई। Booking सीधे modify नहीं कर सकती—reschedule करने के लिए *7893 6865 81* पर call कीजिए। 
 
 user: क्या 5 बजे हो सकता है 
 LLM: देखिए, bookable slots शाम four thirty तक ही होते हैं, इसलिए five PM available नहीं है। आज का nearest slot शाम four thirty है, या फिर कल सुबह nine बजे का slot लिया जा सकता है। 
 
 user: 5 बजे free हैं 
 LLM: समझ गई, लेकिन पाँच बजे appointment bookable नहीं है। सबसे नज़दीकी slot शाम चार बजकर तीस मिनट है; कृपया reschedule के लिए *7893686581* पर call करें। 
 
 user: नई booking confirm कर दो। 
 LLM: ठीक है जी, नई booking के लिए पहले कौन-सी date और time चाहिए?",,Exterior wash service.,User requested 5 PM but was informed it's not available.,N/A (No Name Expected),,,
7953172,Scenario 306: Modification - Hindi - Angry - Voice_Low_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी full detailing की है। 
 LLM: अच्छा, आपकी *full detailing* appointment के बारे में help चाहिए? Price या booking—क्या चाहिए? 
 
 user: आज 2 बजे की है। मुझे यह ठीक चाहिए 
 LLM: समझ गई, आपकी आज दोपहर दो बजे की *full detailing* appointment है। आपको इसमें क्या ठीक करवाना है—service में कोई issue है या appointment बदलना है? 
 
 user: इसे change करना है। 
 LLM: ठीक है, appointment change करने के लिए कृपया *7893 6865 81* पर call करें। मैं bookings सीधे modify नहीं कर सकती। 
 
 user: 5 बजे हो सकता है 
 LLM: समझ गई, लेकिन bookable slots सिर्फ शाम चार बजकर तीस मिनट तक हैं। आज का सबसे नज़दीकी slot शाम चार बजकर तीस मिनट है; नहीं तो कल सुबह नौ बजे उपलब्ध slot ले सकते हैं। 
 
 user: 5 बजे हैं 
 LLM: समझ गई—आपकी मौजूदा appointment शाम पाँच बजे की है। इसे modify करने के लिए कृपया *7893 6865 81* पर call करें; मैं सीधे booking बदल नहीं सकती। 
 
 user: नई booking कर दो। 
 LLM: ठीक है, नई *full detailing* booking के लिए तारीख और उपलब्ध समय बताइए।",,full detailing,5 PM,N/A (No Name Expected),,,
7953177,Scenario 307: Modification - Hindi - Troll - Text_Whatsapp,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: meri PPF ki booking hai 
 LLM: PPF booking gurinchi help kavala? Mee appointment date and time cheppandi. 
 
 user: aaj 2 baje lol mazak kar raha tha 
 LLM: Haha, samajh gayi! PPF booking ki zaroorat ho toh bata dijiye—main help kar dungi.",,PPF,2 baje aaj,N/A (No Name Expected),,,
7953183,Scenario 308: Modification - Hindi - Troll - Voice_High_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी PPF की बुकिंग है। 
 LLM: ठीक है जी, आपकी PPF booking के लिए कौन-सी तारीख और time चाहिए? 
 
 user: आज 2 बजे की है। मज़ाक कर रहा था। 
 LLM: अच्छा जी, समझ गई—आप मज़ाक कर रहे थे। PPF या किसी और service के बारे में कुछ जानना हो तो बताइए।",,PPF,आज 2 बजे की है।,N/A (No Name Expected),,,
7953187,Scenario 309: Modification - Hindi - Troll - Voice_Low_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी PPF की है। 
 LLM: अच्छा जी, PPF के बारे में क्या जानना है—price या booking? 
 
 user: आज बजे की है। मज़ाक कर रहा था। 
 LLM: हाहा, समझ गई जी। PPF की जानकारी चाहिए या कोई और service पूछनी है?",Not provided,PPF,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7953200,Scenario 310: Modification - Hindi - Elderly - Text_Whatsapp,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: meri exterior wash ki booking hai 
 LLM: Mee *exterior wash* booking undi ani ardham ayyindi. Booking confirm cheyadaniki *date, time, name,* mariyu *WhatsApp number* kavali—munduga ye date ki kavali? 
 
 user: aaj 2 baje tech zyada nahi aati, aaram se batana 
 LLM: Aaj *2:00 PM* ki exterior wash booking kavali ani ardham ayyindi. Exact booking ki mee *name* cheppandi. 
 
 user: change karni hai 
 LLM: Booking ni modify cheyadam nenu direct ga cheyalenu. Reschedule cheyadaniki *78936 86581* ki call cheyandi. Inkemaina help kavala? 
 
 user: 5 baje ho jayega? 
 LLM: *5:00 PM* bookable slot kaadu; last slot *4:30 PM* varaku untundi. *4:30 PM* ivala saripothunda? 
 
 user: 5 baje available hai? 
 LLM: *5:00 PM* appointment available kaadu; last bookable slot *4:30 PM* varaku. *4:30 PM* slot kavala? 
 
 user: naya time confirm kar do 
 LLM: Aaj *4:30 PM* ka exterior wash slot confirm karne ke liye aapka *name* aur *WhatsApp number* chahiye. Apna name share karenge?",,exterior wash,4:30 PM,N/A (No Name Expected),,,
7953214,Scenario 311: Modification - Hindi - Elderly - Voice_High_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी PPF की बुकिंग है। 
 LLM: ठीक है जी, आपकी PPF booking के लिए कौन-सी date और time चाहिए? 
 
 user: आज 2 बजे की है। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: समझ गई जी, आपकी PPF booking आज afternoon two o'clock की है। Booking confirm करने के लिए आपका नाम क्या है? 
 
 user: मुझे इसे change करना है। 
 LLM: समझ गई जी। Booking change करने के लिए कृपया *7893686581* पर call करें। 
 
 user: क्या 5 बजे हो सकता है 
 LLM: जी, bookable slots afternoon four thirty तक ही होते हैं। Five PM available नहीं है; nearest slot afternoon four thirty रहेगा। 
 
 user: 5 बजे free हैं 
 LLM: समझ गई जी, लेकिन five PM पर appointment book नहीं हो सकता। Latest bookable slot afternoon four thirty है। 
 
 user: नई booking confirm कर दो। 
 LLM: ठीक है जी, नई PPF booking के लिए कौन-सी date और time चाहिए?",,PPF booking,5 PM is requested but not available; nearest is 4:30 PM.,N/A (No Name Expected),,,
7953224,Scenario 312: Modification - Hindi - Elderly - Voice_Low_Acc,Handle modification multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी की बुकिंग है। 
 LLM: अच्छा, आपकी booking के बारे में help करती हूँ। आप booking confirm करना चाहते हैं या उसमें कोई change करवाना है? 
 
 user: आज 2 की है। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: जी, आराम से बताती हूँ। आपकी आज दो बजे की booking के बारे में आप क्या जानना चाहते हैं—confirm करना है या details समझनी हैं? 
 
 user: इसे change करना है। 
 LLM: ठीक है जी, booking को directly change नहीं कर सकती। कृपया reschedule के लिए *7893686581* पर call कीजिए। 
 
 user: क्या 5 बजे हो है 
 LLM: पाँच बजे bookable slot उपलब्ध नहीं है; आख़िरी slot शाम चार बजकर तीस मिनट का है। Reschedule के लिए *7893686581* पर call कीजिए। 
 
 user: 5 बजे हैं 
 LLM: हाँ, समझ गई—आपकी मौजूदा booking शाम पाँच बजे की है। इसे बदलने के लिए *7893686581* पर call कीजिए; आख़िरी bookable slot शाम चार बजकर तीस मिनट तक है। 
 
 user: नई confirm कर दो। 
 LLM: ठीक है जी, नई booking confirm करने के लिए पहले तारीख और available time तय करना होगा। आप किस तारीख के लिए booking चाहते हैं?",,User requested to confirm a new booking.,,N/A (No Name Expected),,,
