Call ID,Scenario Name,Expected Outcome,Actual Transcript,Extracted Name,Extracted Service,Extracted Time,n8n Webhook & DB Status,Overall Status (Pass/Fail/Warning),AI Suggestions & Improvements,Counsel Suggestions
7945686,Scenario 119: Out_Of_Bounds - English - Elderly - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: Do you guys do repairs 
 LLM: We mainly handle car detailing services, not mechanical repairs. Maa daggara exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, and full detailing packages unnayi. Details kavala? 
 
 user: My car engine won't start Please speak slowly I don't understand technology 
 LLM: I’m sorry, I can’t help with mechanical repairs or engine problems. Please contact a qualified roadside-assistance service or mechanic. 
 
 user: Can you send a mechanic 
 LLM: Sorry, we don’t arrange mechanics or roadside assistance. Please contact a qualified mechanic or roadside-assistance service directly.",,mechanic,,N/A (No Name Expected),,,
7945865,Scenario 120: Out_Of_Bounds - English - Elderly - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: Do you guys repairs 
 LLM: We only provide car detailing services, not repairs. Our services include exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, and full detailing packages. Mee car ki detailing service kavala? 
 
 user: My car engine won't start speak slowly I don't understand technology 
 LLM: I’m sorry, but I can’t help with engine repairs. Please contact a qualified mechanic or roadside-assistance service. 
 
 user: Can you send a 
 LLM: Sure—what would you like me to send?",,,,N/A (No Name Expected),,,
7946030,Scenario 121: Out_Of_Bounds - Hindi - Cooperative - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kya aap repairs karte ho? 
 LLM: Haan ji, memu repairs cheyyamu; DynamicDetailing lo car detailing services maatrame untayi. Exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, mariyu full detailing packages available. 
 
 user: meri car start nahi ho rahi 
 LLM: Sorry ji, car start avvadam gurinchi memu help cheyyalem; memu detailing services maatrame chestam. Please mechanic ni leda roadside assistance ni contact cheyyandi. 
 
 user: mechanic bhej sakte ho? 
 LLM: Sorry ji, memu mechanic ni send cheyyalem; DynamicDetailing lo car detailing services maatrame available. Local mechanic leda roadside assistance ni contact cheyyandi.",Not provided,Car repairs.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7917333,Scenario 122: Out_Of_Bounds - Hindi - Cooperative - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मेरी गाड़ी आपके studio में आग लग गई मुझे emergency help चाहिए 
 LLM: ಈ ವಿಷಯದಲ್ಲಿ ನಾನು ಸಹಾಯ ಮಾಡಲಾರೆ, ದಯವಿಟ್ಟು ಸಂಬಂಧಪಟ್ಟ ಅಧಿಕಾರಿಗಳನ್ನು ಸಂಪರ್ಕಿಸಿ. 
 
 user: मैं अभी police को call कर रहा हूँ। 
 LLM: ठीक है जी, अभी police को call कीजिए और सुरक्षित जगह पर रहिए।",Not provided,emergency help,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7946128,Scenario 123: Out_Of_Bounds - Hindi - Cooperative - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप गाड़ी repair करते हैं 
 LLM: हम सिर्फ car detailing services करते हैं—exterior wash, interior cleaning, ceramic coating, PPF और full detailing. General car repair हम नहीं करते। 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। 
 LLM: इस emergency या car repair issue में मैं मदद नहीं कर सकती। कृपया किसी योग्य mechanic या संबंधित emergency service से संपर्क कीजिए। 
 
 user: mechanic भेज सकते हैं 
 LLM: मैं mechanic भेजने की व्यवस्था नहीं कर सकती। कृपया नज़दीकी mechanic या roadside assistance से संपर्क कीजिए।",,User requested mechanic assistance.,,N/A (No Name Expected),,,
7946317,Scenario 124: Out_Of_Bounds - Hindi - Angry - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kya aap repairs karte ho? 
 LLM: Nahi ji, hum car detailing services provide karte hain—exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration aur full detailing. Repairs ke liye hum help nahi karte; kya aapko detailing service chahiye? 
 
 user: meri car start nahi ho rahi mujhe abhi solution chahiye! 
 LLM: Maaf kijiye ji, car repair ya emergency assistance mein main help nahi kar sakti. Kripya roadside assistance ya kisi qualified mechanic se turant sampark kijiye. 
 
 user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: mechanic bhej sakte ho? 
 LLM: Maaf kijiye ji, hum mechanic ya roadside assistance arrange nahi karte. Kripya nearest qualified mechanic ya roadside assistance service se sampark kijiye.",Not provided,User requested car repair services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7946435,Scenario 125: Out_Of_Bounds - Hindi - Angry - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप गाड़ी repair करते हैं 
 LLM: नहीं जी, हम car repair नहीं करते। हम detailing services देते हैं, जैसे exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration और full detailing packages. 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। मुझे यह अभी ठीक चाहिए 
 LLM: मैं इस emergency में मदद नहीं कर सकती। कृपया संबंधित emergency या roadside-assistance service से तुरंत संपर्क कीजिए। 
 
 user: mechanic भेज सकते हैं 
 LLM: अच्छा, हम mechanic या roadside assistance भेज नहीं सकते। कृपया किसी local mechanic या roadside-assistance service से संपर्क कीजिए।",,User requested mechanic assistance.,,N/A (No Name Expected),,,
7946579,Scenario 126: Out_Of_Bounds - Hindi - Angry - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: आप गाड़ी repair करते हैं 
 LLM: जी, हम car repair नहीं करते। DynamicDetailing Studio में exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration और full detailing services मिलती हैं। 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। मुझे यह अभी चाहिए 
 LLM: यहाँ car repair या emergency roadside assistance उपलब्ध नहीं है। कृपया किसी mechanic या roadside assistance service से तुरंत संपर्क कीजिए। 
 
 user: भेज सकते हैं 
 LLM: सॉरी जी, हम mechanic या roadside assistance भेज नहीं सकते। कृपया नज़दीकी mechanic या roadside assistance service से संपर्क कीजिए।",,Car repair services.,,N/A (No Name Expected),,,
7946686,Scenario 127: Out_Of_Bounds - Hindi - Troll - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kya aap repairs karte ho? 
 LLM: Nahi ji, hum repairs nahi karte. DynamicDetailing Studio mein exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration aur full detailing packages available hain. 
 
 user: meri car start nahi ho rahi lol mazak kar raha tha 
 LLM: Haha, samajh gayi ji. Main sirf DynamicDetailing Studio ki car detailing services mein help kar sakti hoon. Koi detailing service ke baare mein poochna hai?",Not provided,"User inquired about repairs, but no specific service was requested.",Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7946812,Scenario 128: Out_Of_Bounds - Hindi - Troll - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप गाड़ी repair करते हैं 
 LLM: जी, हम सिर्फ DynamicDetailing Studio की car detailing services करते हैं—exterior wash, interior cleaning, ceramic coating, PPF और full detailing. Car repair services हमारे पास नहीं हैं। 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। मज़ाक कर रहा था। 
 LLM: अच्छा, समझ गई—कोई बात नहीं। मैं DynamicDetailing Studio की detailing services में help कर सकती हूँ।",Not provided,"Detailing services like exterior wash, interior cleaning, ceramic coating, PPF, and full detailing.",Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7946935,Scenario 129: Out_Of_Bounds - Hindi - Troll - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप गाड़ी repair हैं 
 LLM: नहीं जी, हम car repair नहीं करते। DynamicDetailing Studio में exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration और full detailing packages मिलते हैं। 
 
 user: मेरी गाड़ी का इंजन नहीं हो रहा। मज़ाक कर रहा था। 
 LLM: अच्छा, समझ गई जी। मैं सिर्फ DynamicDetailing Studio की car detailing services में help कर सकती हूँ—कोई service चाहिए?",Not provided,User did not request any specific service.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7947110,Scenario 130: Out_Of_Bounds - Hindi - Elderly - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kya aap repairs karte ho? 
 LLM: Nahi, hum car detailing services provide karte hain—exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration aur full detailing. Repairs ke liye hum help nahi karte. 
 
 user: meri car start nahi ho rahi tech zyada nahi aati, aaram se batana 
 LLM: Aapki car start nahi ho rahi hai to main simple steps bata sakti hoon: gear ko P ya neutral mein rakhiye, brake dabakar dobara start kijiye. Agar lights dim hain ya click ki awaaz aa rahi hai, battery issue ho sakta hai—roadside assistance ya mechanic ko call kijiye. 
 
 user: mechanic bhej sakte ho? 
 LLM: Nahi, hum mechanic ya roadside assistance arrange nahi karte. Kripya roadside assistance service ya nearby mechanic se contact kijiye.",,User requested a mechanic to be sent.,,N/A (No Name Expected),,,
7947285,Scenario 131: Out_Of_Bounds - Hindi - Elderly - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप गाड़ी repair करते हैं 
 LLM: नहीं जी, हम car repair नहीं करते। DynamicDetailing Studio में exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration और full detailing services मिलती हैं। 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: माफ़ कीजिए जी, इंजन repair या emergency troubleshooting में मैं मदद नहीं कर सकती। कृपया किसी qualified mechanic या संबंधित emergency service से संपर्क कीजिए। 
 
 user: mechanic भेज सकते हैं 
 LLM: माफ़ कीजिए जी, हम mechanic भेजने की सुविधा नहीं देते। कृपया किसी local mechanic या roadside assistance service से संपर्क कीजिए।",,User requested a mechanic to be sent.,,N/A (No Name Expected),,,
7947441,Scenario 132: Out_Of_Bounds - Hindi - Elderly - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: क्या आप repair करते हैं 
 LLM: हम car detailing services करते हैं—exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration और full detailing. General car repair हमारे services में नहीं है; detailing के बारे में कुछ जानना है? 
 
 user: मेरी गाड़ी का इंजन start नहीं हो रहा। मुझे technology समझ नहीं आती आराम बताएँ। 
 LLM: समझ गई। Engine start न होना car detailing से जुड़ी समस्या नहीं है, इसलिए मैं इसका technical diagnosis नहीं कर सकती। कृपया किसी mechanic या roadside assistance से संपर्क करें। 
 
 user: भेज सकते हैं 
 LLM: नहीं, हमारे यहाँ home pick-up या roadside assistance available नहीं है। किसी nearby mechanic या roadside assistance service से संपर्क कीजिए।",Not provided,User requested car repair services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7947516,Scenario 133: Out_Of_Bounds - Telugu - Cooperative - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: engine repair chesthara? 
 LLM: Sorry, engine repair memu cheyam. Maa daggara exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, mariyu full detailing packages unnayi. 
 
 user: car start avvatledu 
 LLM: Car start avvakapothe, engine repair service maa daggara available ledu. DynamicDetailing ki related detailing service gurinchi help kavala? 
 
 user: mechanic available unnara? 
 LLM: Mechanic service maa daggara available ledu. DynamicDetailing lo car detailing services maatrame chestam.",Not provided,Engine repair,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7947586,Scenario 134: Out_Of_Bounds - Telugu - Cooperative - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: మీరు కార్ రిపేర్ కూడా చేస్తారా 
 LLM: మా దగ్గర car repair service లేదు. మేము exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, ఇంకా full detailing packages చేస్తాం. 
 
 user: నా కార్ ఇంజిన్ ఆగిపోయింది 
 LLM: ఈ విషయంలో నేను సహాయం చేయలేను, దయచేసి సంబంధిత అధికారులను సంప్రదించండి. 
 
 user: మెకానిక్ ని పంపిస్తారా 
 LLM: మా దగ్గర mechanic పంపించే లేదా roadside assistance service లేదు. దగ్గరలోని authorised mechanic లేదా roadside assistance ని సంప్రదించండి.",Not provided,User requested mechanic service.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7947897,Scenario 135: Out_Of_Bounds - Telugu - Cooperative - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: కార్ రిపేర్ కూడా చేస్తారా 
 LLM: సారీ, మేము car repair services చేయము. మా దగ్గర exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, ఇంకా full detailing packages ఉన్నాయి. 
 
 user: నా కార్ ఆగిపోయింది నాకు ఇప్పుడే ఒక సొల్యూషన్ కావాలి 
 LLM: ఈ విషయంలో నేను సహాయం చేయలేను, దయచేసి సంబంధిత అధికారులను సంప్రదించండి. 
 
 user: మెకానిక్ ని పంపిస్తారా 
 LLM: సారీ, మేము mechanic పంపించము. మీ కారు ఆగిపోయిన చోట roadside assistance లేదా సమీపంలోని mechanic ని సంప్రదించండి.",,User requested car repair services.,,N/A (No Name Expected),,,
7947735,Scenario 136: Out_Of_Bounds - Telugu - Angry - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: engine repair chesthara? 
 LLM: Sorry, engine repair maa services lo ledu. Maa daggara exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, mariyu full detailing packages unnayi. Meeku detailing service kavala? 
 
 user: car start avvatledu naku ippude solution kavali! 
 LLM: Engine repair or roadside assistance nenu provide cheyalenu. Please nearest mechanic ni leda roadside assistance service ni immediate ga contact cheyyandi. 
 
 user: mechanic available unnara? 
 LLM: DynamicDetailing Studio lo mechanic service available ledu. Mee car ni nearest mechanic leda roadside assistance ki contact cheyyandi.",,Engine repair.,,N/A (No Name Expected),,,
7947812,Scenario 137: Out_Of_Bounds - Telugu - Angry - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: మీరు కార్ రిపేర్ కూడా చేస్తారా 
 LLM: అది మా service list లో లేదు అండి. మేము exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, full detailing packages చేస్తాము. 
 
 user: నా కార్ ఇంజిన్ ఆగిపోయింది నాకు ఇప్పుడే ఒక సొల్యూషన్ కావాలి 
 LLM: ఈ విషయంలో నేను సహాయం చేయలేను, దయచేసి సంబంధిత అధికారులను సంప్రదించండి. 
 
 user: మెకానిక్ ని పంపిస్తారా 
 LLM: అది మా దగ్గర available లేదు అండి. మేము home pick-up/drop లేదా mechanic service అందించము.",Not provided,User requested mechanic service for car repair.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
Not Found,Scenario 138: Out_Of_Bounds - Telugu - Angry - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,No matching call found in recent logs. Test may have failed to execute.,,,,N/A (No Name Expected),,,
7947951,Scenario 139: Out_Of_Bounds - Telugu - Troll - Text_Whatsapp,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: engine repair chesthara? 
 LLM: Sorry, engine repair memu cheyyamu. Ma daggara exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, mariyu full detailing packages unnayi. Mee car detailing service gurinchi help kavala? 
 
 user: car start avvatledu urike adiga le 
 LLM: Arre, ardham ayyindi. Car start avvakapothe memu engine repair handle cheyyamu; mechanic ni contact cheyyandi. Car detailing ki emaina help kavala?",Not provided,Engine repair,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7947998,Scenario 140: Out_Of_Bounds - Telugu - Troll - Voice_High_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: మీరు కార్ రిపేర్ కూడా చేస్తారా 
 LLM: సారీ, మేము car repair చేయము. DynamicDetailing Studio లో exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, ఇంకా full detailing packages ఉంటాయి. 
 
 user: నా కార్ ఇంజిన్ ఆగిపోయింది ఊరికే అడిగాను లే 
 LLM: అర్థమైంది. ఇంజిన్ ఆగిపోతే మేము repair చేయలేం; దయచేసి దగ్గరలోని car repair service లేదా roadside assistance ని సంప్రదించండి.",,Car repair service.,,N/A (No Name Expected),,,
7948059,Scenario 141: Out_Of_Bounds - Telugu - Troll - Voice_Low_Acc,Handle out_of_bounds multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: మీరు కార్ రిపేర్ చేస్తారా 
 LLM: సారీ, మేము car repair చేయము. DynamicDetailing Studio లో exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, full detailing packages ఉంటాయి. Trunk detailing గురించి తెలుసుకోవాలా? 
 
 user: నా కార్ ఇంజిన్ ఆగిపోయింది ఊరికే లే 
 LLM: అయ్యో, అది ఇబ్బందిగా ఉంది. ఈ విషయంలో నేను సహాయం చేయలేను, దయచేసి సంబంధిత అధికారులను లేదా qualified mechanic ని సంప్రదించండి.",Not provided,Car repair services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
