Call ID,Scenario Name,Expected Outcome,Actual Transcript,Extracted Name,Extracted Service,Extracted Time,n8n Webhook & DB Status,Overall Status (Pass/Fail/Warning),AI Suggestions & Improvements,Counsel Suggestions
7899734,Scenario 11: Booking - English - Elderly - Voice_High_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I want to book an appointment 
 LLM: Sure, appointment book cheddam. *Ye service* kosam book cheyali? 
 
 user: It is for ceramic coating Please speak slowly I don't understand technology 
 LLM: Ceramic coating appointment book cheddam. Daani starting price *₹9,999*. Meeku easy ga, step by step ga cheptanu. *E date* ki appointment kavali? 
 
 user: Can we do tomorrow 
 LLM: Avunu, tomorrow slots available *9:00 AM nunchi 4:30 PM* varaku unnayi. *Ye time* ki book cheyamantaru? 
 
 user: At 2 PM if possible 
 LLM: Tomorrow, *17 Sep 2026 at 2:00 PM* ceramic coating slot request noted. Mee *full name* cheppandi. 
 
 user: My name is Sophia 
 LLM: Thanks, Sophia. Mee *10-digit WhatsApp number* share cheyandi, please. 
 
 user: And my phone number is 9503050321 
 LLM: Mee number *95030 50321* correct aa? 
 
 user: Please confirm the booking 
 LLM: Sophia, mee ceramic coating appointment *17 Sep 2026, 2:00 PM* ki request confirm ayyindi. Details WhatsApp lo pampistam. Inkemaina help kavala?",Sophia,ceramic coating,"17 Sep 2026, 2:00 PM",[FAILED] 'Sophia' missing from Google Sheet,,,
7900031,Scenario 12: Booking - English - Elderly - Voice_Low_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I to book an appointment 
 LLM: Sure, appointment book cheddam. *Ye service* book cheyali, mariyu meeku *ye date and time* kavali? 
 
 user: is for PPF Please speak slowly I don't understand technology 
 LLM: Sure, slow ga cheptanu. *PPF appointment* book cheddam. Meeku *ye date and time* kavali? 
 
 user: we do tomorrow 
 LLM: Tomorrow *17 September 2026* ki PPF appointment book cheddam. Meeku *9:00 AM nunchi 4:30 PM* madhya ye time kavali? 
 
 user: 2 PM if possible 
 LLM: Sure, tomorrow *17 September 2026*, *2:00 PM* ki PPF appointment book cheddam. Mee *full name* mariyu *10-digit WhatsApp number* cheppandi. 
 
 user: My is Priya 
 LLM: Priya garu, mee *10-digit WhatsApp number* cheppandi. 
 
 user: And my phone is 9883080917 
 LLM: Priya garu, mee WhatsApp number *98830 80917*, correct aa? 
 
 user: Please confirm booking 
 LLM: Priya garu, booking complete cheyadaniki mee number *98830 80917* ani confirm cheyandi. Correct aa?",Priya,PPF,2:00 PM,[FAILED] 'Priya' missing from Google Sheet,,,
7841301,Scenario 13: Booking - Hindi - Cooperative - Text_Whatsapp,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: హలో.. DynamicDetailing Studio నుంచి Siri మాట్లాడుతున్నా. ఎలా help చేయగలను అండి? 
 
 user: hell eayyh 
 LLM: Hello, this is Siri from DynamicDetailing. How may I help you? 
 
 user: whats y+up 
 LLM: Could you please rephrase that? Are you asking about WhatsApp? 
 
 user: ardham kaledha waste 
 LLM: Sorry, naku clear ga ardham kaaledu. Mee car detailing service gurinchi em kavalo cheppandi. 
 
 user: pove 
 LLM: Sare, meeru vellipothunnaru ani ardham. Inkemaina help kavala? 
 
 user: kavali 
 LLM: Em help kavali? Service details, prices, leka appointment booking gurinchi cheppandi. 
 
 user: me dheggara em services vunnai, entha padthundhi, em em kalipi chepinchochu 
 LLM: Maa daggara ee services unnayi:

- *Exterior wash* – *₹499*
- *Interior cleaning* – *₹799*
- *Ceramic coating* – *₹9,999* nunchi
- *PPF* – *₹19,999* nunchi
- *Headlight restoration* – *₹799*
- *Full detailing packages* – *₹3,499* nunchi

Exterior wash, interior cleaning, headlight restoration, ceramic coating, PPF, mariyu full detailing ni vehicle requirement batti kalipi discuss cheyyachu. Exact combined price vehicle condition mariyu coverage batti marutundi. Inkemaina help kavala? 
 
 user: slots available vunnaya? 
 LLM: Avunu, slots available untayi. Appointment book cheyyadaniki date cheppandi. 
 
 user: em dates vunnai me dheggara? 
 LLM: Available date check cheyyadaniki mee preferred date cheppandi. E date ki kavali? 
 
 user: repu 
 LLM: Repu, September 15, available slots confirm cheyyadaniki team check chestundi. Meeku morning aa, afternoon aa preferred? 
 
 user: afternoon 
 LLM: Repu afternoon lo slots available unnayo team confirm chestundi. Mee preferred time cheppandi — 1:00 PM nunchi 4:30 PM lopu. 
 
 user: 245 
 LLM: Repu afternoon 2:45 PM slot kosam availability team confirm chestundi. Ee slot book cheyyala? 
 
 user: yes, can me manager tho kooda matladali 
 LLM: Sure, manager meeku call back chestaru. September 15, 2:45 PM appointment booking kosam manager tho confirm cheyyandi. 
 
 user: aa? ardham kala? 
 LLM: Sorry, clear ga cheppaledu. Meeku manager tho matladali, correct aa? 
 
 user: yes 
 LLM: Sare, mee manager request note chesukunna. Manager meeku call back chestaru. Inkemaina help kavala? 
 
 user: ledhu anthe 
 LLM: Thank you! Have a great day! 
 
 user: slot book chesara? 
 LLM: Ledu, inka booking confirm kaaledu. Manager callback request note chesam; appointment confirm cheyyadaniki manager tho maatlaadali. 
 
 user: ledhu slot book cheyandi, vacchina roju manager tho matladali, available vuntara 
 LLM: Sare, September 15, 2026, 2:45 PM slot book cheyyadaniki mee peru mariyu 10-digit WhatsApp number pampandi. Manager ni meeru vachina roju kalavagalara ani team confirm chestundi. 
 
 user: atif, 7893686581 
 LLM: Atif, mee number *7893 6865 81* correct aa? Booking confirm cheyyadaniki service kooda cheppandi. 
 
 user: full body 
 LLM: Atif, *full body* ante *full detailing package* ani confirm cheyyala? Daani starting price *₹3,499*. Confirm chesthe appointment details finalize chestanu. 
 
 user: ys 
 LLM: Mee *full detailing package* appointment *15 Sep, 2:45 PM* ki request chesam. Manager vachina roju available untara anedi team confirm chestundi. Inkemaina help kavala? 
 
 user: ledhu anthe 
 LLM: Thank you! Have a great day!",Atif,full detailing package,"September 15, 2026, 2:45 PM",[FAILED] 'Atif' missing from Google Sheet,,,
7900915,Scenario 14: Booking - Hindi - Cooperative - Voice_High_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक करना है। 
 LLM: ठीक है जी, कौन-सी service के लिए appointment बुक करना है? 
 
 user: मुझे ceramic coating करवानी है। 
 LLM: Ceramic coating *₹9,999* से शुरू होती है। Appointment के लिए कौन-सी तारीख और समय चाहिए?",,ceramic coating,,N/A (No Name Expected),,,
7901251,Scenario 15: Booking - Hindi - Cooperative - Voice_Low_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक करना 
 LLM: जी, appointment book कर देती हूँ। किस service के लिए booking चाहिए? 
 
 user: मुझे करवानी है। 
 LLM: जी, कौन-सी service करवानी है—exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration या full detailing? 
 
 user: क्या हम का रख सकते हैं 
 LLM: माफ़ कीजिए, बात साफ़ सुनाई नहीं दी। आप कौन-सी service और किस तारीख़ का appointment चाहते हैं? 
 
 user: दोपहर 2 बजे। 
 LLM: ठीक है जी, दोपहर two o'clock का slot रख लेते हैं। किस service के लिए और किस तारीख़ को booking चाहिए? 
 
 user: मेरा नाम है। 
 LLM: जी, आपका नाम सुनाई नहीं दिया। Booking किस नाम से करूँ? 
 
 user: नंबर 9654162707 है। 
 LLM: जी, आपका WhatsApp नंबर *nine six five four one six two seven zero seven* है, सही है? 
 
 user: बुकिंग confirm कर 
 LLM: जी, booking confirm करने के लिए service और तारीख़ भी चाहिए। आपने दोपहर two o'clock और नंबर बताया है—कौन-सी service और किस तारीख़ को बुक करूँ? 
 
 user: shukriya 
 LLM: जी, आपका स्वागत है। अगर आपको DynamicDetailing Studio की किसी service या booking में help चाहिए, बताइए।",,,दोपहर 2 बजे,N/A (No Name Expected),,,
7901553,Scenario 16: Booking - Hindi - Angry - Text_Whatsapp,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: appointment book karna hai 
 LLM: Sure, appointment book cheddam. Ye service kosam book cheyali? 
 
 user: PPF ke liye mujhe abhi solution chahiye! 
 LLM: PPF kosam immediate ga help chestha. PPF starting price *₹19,999*. Booking kosam date and preferred time cheppandi. 
 
 user: kal chalega? 
 LLM: Avunu, repu *17 Sep* slots *9:00 AM nunchi 4:30 PM* varaku available. Meeku ye time slot kavali? 
 
 user: 2 baje dopehar 
 LLM: Afternoon *2:00 PM* slot request note chesanu. Booking complete cheyadaniki mee *full name* cheppandi. 
 
 user: mera naam Neha hai 
 LLM: Neha, aapka *WhatsApp number* share kar dijiye, please. 
 
 user: number 9809131350 
 LLM: Aapka WhatsApp number *98091 31350*, correct hai? 
 
 user: confirm kar do booking 
 LLM: Booking confirm karne ke liye pehle aapke number ka confirmation chahiye. Kya *98091 31350* sahi hai?",Neha,PPF,2:00 PM on 17 Sep,[FAILED] 'Neha' missing from Google Sheet,,,
7901851,Scenario 17: Booking - Hindi - Angry - Voice_High_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक करना है। 
 LLM: जी, कौन-सी service के लिए appointment बुक करना है? 
 
 user: मुझे ceramic coating करवानी है। मुझे यह अभी ठीक चाहिए 
 LLM: जी, ceramic coating की starting price *₹9,999* है। आज *16 September* को booking slots *9:00 AM से 4:30 PM* तक हैं—आपको कौन-सा time चाहिए? 
 
 user: क्या हम कल का रख सकते हैं 
 LLM: हाँ जी, कल *17 September* को appointment रख सकते हैं। कौन-सा time चाहिए—*9:00 AM से 4:30 PM* के बीच? 
 
 user: दोपहर 2 बजे। 
 LLM: ठीक है जी, कल *17 September*, *2:00 PM* पर ceramic coating appointment के लिए slot note कर रही हूँ। आपका नाम क्या लिखूँ? 
 
 user: मेरा नाम Priyanka है। 
 LLM: ठीक है Priyanka जी। आपका WhatsApp नंबर इसी कॉल वाला है—क्या इस नंबर पर WhatsApp आता है? 
 
 user: नंबर 9148272107 है। 
 LLM: ठीक है Priyanka जी, आपका ceramic coating appointment कल *17 September*, *2:00 PM* पर confirm हो गया है। Details आपके WhatsApp पर भेजी जाएंगी—और कुछ चाहिए? 
 
 user: बुकिंग confirm कर दो। 
 LLM: जी, आपकी ceramic coating booking कल *17 September*, *2:00 PM* पर Priyanka के नाम से confirm है। Details आपके WhatsApp पर भेजी जाएंगी।",Priyanka,ceramic coating,"17 September, 2:00 PM",[FAILED] 'Priyanka' missing from Google Sheet,,,
7902154,Scenario 18: Booking - Hindi - Angry - Voice_Low_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक है। 
 LLM: जी, appointment book చేయడానికి ఏ service కావాలో చెప్పండి? 
 
 user: मुझे wash करवानी है। मुझे यह अभी ठीक चाहिए 
 LLM: जी, *exterior wash* appointment अभी book చేయడానికి మీకు ఏ time కావాలి? Slots *9:00 AM నుంచి 4:30 PM* వరకు ఉన్నాయి. 
 
 user: क्या हम कल का रख हैं 
 LLM: हाँ जी, कल *17 September* को *9:00 AM से 4:30 PM* के बीच slots हैं। आपको कौन-सा time चाहिए? 
 
 user: दोपहर 2 बजे। 
 LLM: ठीक है, *17 September* को *2:00 PM* का slot request कर दिया है। Booking confirm करने के लिए आपका नाम बताइए जी? 
 
 user: मेरा नाम है। 
 LLM: साफ़ सुनाई नहीं दिया जी, आपका नाम एक बार फिर बताएँगी? 
 
 user: नंबर 9258902451 है। 
 LLM: ठीक है, आपका WhatsApp नंबर *nine two five eight nine zero two four five one* है, सही है? 
 
 user: बुकिंग confirm दो। 
 LLM: Booking confirm करने के लिए आपका नाम भी चाहिए जी। कृपया अपना नाम बताइए?",,exterior wash,2:00 PM on 17 September,N/A (No Name Expected),,,
7843735,Scenario 19: Booking - Hindi - Troll - Text_Whatsapp,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: హలో.. DynamicDetailing Studio నుంచి Siri మాట్లాడుతున్నా. ఎలా help చేయగలను అండి? 
 
 user: entrra sangathulu 
 LLM: మా దగ్గర exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, full detailing packages ఉన్నాయి. ఏ service గురించి తెలుసుకోవాలనుకుంటున్నారు? 
 
 user: nuvvu tenlish lo matladali kadha? 
 LLM: Avunu, sorry! Ippudu nunchi *Telugu-English lo* matladta. Meeku em help kavali? 
 
 user: aa na bongu 
 LLM: Sare, ardham ayyindi. DynamicDetailing services gurinchi emaina kavala? 
 
 user: ledhu dhobbai 
 LLM: Sare, ardham ayyindi. Inkemaina help kavala? 
 
 user: ledhu 
 LLM: Thank you! Have a great day!",,,,N/A (No Name Expected),,,
7902339,Scenario 20: Booking - Hindi - Troll - Voice_High_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक करना है। 
 LLM: जी, कौन-सी service के लिए appointment बुक करना है? 
 
 user: मुझे exterior wash करवानी है। मज़ाक कर रहा था। 
 LLM: अच्छा जी, समझ गई—exterior wash का appointment नहीं बुक करना है। कुछ और help चाहिए?",Not provided,exterior wash,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7902450,Scenario 21: Booking - Hindi - Troll - Voice_Low_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment करना है। 
 LLM: जी हाँ, appointment कर देते हैं। किस service के लिए booking चाहिए? 
 
 user: मुझे interior cleaning करवानी मज़ाक कर रहा था। 
 LLM: अच्छा, समझ गई। अगर interior cleaning चाहिए हो तो बताइए—इसकी starting price सात सौ निन्यानवे है।",Not provided,interior cleaning,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7877329,Scenario 22: Booking - Hindi - Elderly - Text_Whatsapp,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: నమస్కారం, DynamicDetailing నుంచి Siri. ఎలా help చేయగలను? 
 
 user: em servies vunnai 
 LLM: మా దగ్గర exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, ఇంకా full detailing packages ఉన్నాయి. మీకు ఏ service కావాలి అండి?",Not provided,Not provided,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903037,Scenario 23: Booking - Hindi - Elderly - Voice_High_Acc,Handle booking multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: मुझे appointment बुक करना है। 
 LLM: ठीक है जी, कौन-सी service के लिए appointment बुक करना है? 
 
 user: मुझे interior cleaning करवानी है। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: जी बिल्कुल, आसान भाषा में बताती हूँ। Interior cleaning में आपकी car के अंदर की seats, floor mats, dashboard और अंदरूनी surfaces की सफाई की जाती है। इसकी कीमत seven hundred ninety nine है। Appointment book करने के लिए कौन-सा दिन चाहिए? 
 
 user: क्या हम कल का रख सकते हैं 
 LLM: जी, कल September seventeen है। Available appointment slots morning nine o'clock से afternoon four thirty तक हैं। आपको कौन-सा time चाहिए? 
 
 user: दोपहर 2 बजे। 
 LLM: ठीक है जी, आपका interior cleaning appointment कल afternoon two o'clock के लिए रखती हूँ। आपका नाम क्या लिखूँ? 
 
 user: मेरा नाम Kirti है। 
 LLM: ठीक है Kirti जी, आपका WhatsApp number कौन-सा है? 
 
 user: नंबर 9587052640 है। 
 LLM: September seventeen, afternoon two o'clock के लिए Kirti जी का interior cleaning appointment confirm हो गया है। Details आपके WhatsApp पर भेजी जाएँगी। और कुछ? 
 
 user: बुकिंग confirm कर दो। 
 LLM: जी, आपकी interior cleaning booking September seventeen को afternoon two o'clock पर Kirti जी के नाम से confirm है। Details WhatsApp पर भेजी जाएँगी। और कुछ?",Kirti,interior cleaning,"September seventeen, afternoon two o'clock",[FAILED] 'Kirti' missing from Google Sheet,,,
