Call ID,Scenario Name,Expected Outcome,Actual Transcript,Extracted Name,Extracted Service,Extracted Time,n8n Webhook & DB Status,Overall Status (Pass/Fail/Warning),AI Suggestions & Improvements,Counsel Suggestions
7903259,Scenario 407: Unsupported_Media - English - Elderly - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and what service you need? 
 
 user: Can you fix this scratch How much will it cost Please speak slowly I don't understand technology 
 LLM: Yes, we can help with scratch-related detailing, but I can’t assess the exact cost from the photo here. Please describe how deep the scratch is, and I’ll explain the suitable service and starting price in simple words.",Not provided,User requested service to fix the scratch on their car.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903351,Scenario 408: Unsupported_Media - English - Elderly - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched 
 LLM: Thanks for the photo! I can't view images yet. Scratch ki related ga em help kavalo describe cheyandi. 
 
 user: you fix this scratch How much will it cost Please speak slowly I don't understand technology 
 LLM: Yes, we can help with scratch-related detailing, but the exact cost depends on the scratch depth and vehicle condition. Please describe the scratch, or visit DynamicDetailing Studio in Jubilee Hills for the team to inspect it; appointment is required.

You can also call *7893686581* for a quote. Inkemaina help kavala?",Not provided,Fixing a scratch on the vehicle.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903452,Scenario 409: Unsupported_Media - Hindi - Cooperative - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: kya aap ye theek kar sakte ho? kitna kharcha ayega? 
 LLM: Haan, scratches ke liye *headlight restoration* ya *full detailing* relevant ho sakte hain, lekin exact repair photo ke bina confirm nahi kar sakti. *Headlight restoration* ₹799 se aur *full detailing* ₹3,499 se start hoti hai; exact quote vehicle condition aur work scope par depend karega. Aap scratch repair ke liye studio team se exact quote lena chahenge?",Not provided,User is interested in scratch repair and asks about costs for headlight restoration and full detailing.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903552,Scenario 410: Unsupported_Media - Hindi - Cooperative - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Scratch gurinchi konchem describe cheyandi—leda headlight restoration or full detailing info kavala? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा आएगा 
 LLM: हाँ जी, scratch की photo मैं view नहीं कर पा रही हूँ, इसलिए exact price नहीं बता सकती। Headlight restoration ₹799 है, लेकिन body scratch repair हमारी listed services में नहीं है।",Not provided,User requested scratch repair and headlight restoration information.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903684,Scenario 411: Unsupported_Media - Hindi - Cooperative - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a of a scratched car] 
 LLM: Thanks for the photo! I can't view images yet. Could you describe the scratches and tell me which service you need? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं खर्चा आएगा 
 LLM: हाँ जी, scratch की photo मैं अभी view नहीं कर पा रही हूँ। Exact price vehicle की condition और damage पर depend करेगा; studio team car देखकर quote देगी।",Not provided,Fixing scratches on the car.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7903826,Scenario 412: Unsupported_Media - Hindi - Angry - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: kya aap ye theek kar sakte ho? kitna kharcha ayega? mujhe abhi solution chahiye! 
 LLM: Haan, scratches ke liye hum *full detailing* ya *paint-related assessment* mein help kar sakte hain. Exact cost photo ke bina confirm nahi kar sakti; *full detailing* ₹3,499 se start hoti hai, aur final quote vehicle condition aur scratch depth dekhkar team degi.

Appointment required hai. Aapko *full detailing* book karna hai?",,User is interested in full detailing service for the scratches.,,N/A (No Name Expected),,,
7903959,Scenario 413: Unsupported_Media - Hindi - Angry - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Scratch gurinchi konchem describe cheyyandi—headlight restoration, paint correction, leda full detailing information kavala? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा आएगा मुझे यह अभी ठीक चाहिए 
 LLM: हाँ जी, scratch ठीक हो सकता है या नहीं, यह vehicle की condition देखकर ही confirm होगा। Exact price अभी नहीं बता सकती; हमारी team inspection के बाद quote देगी, और urgent request के लिए manager आपसे call back करेंगे।",,Scratch repair service requested urgently.,,N/A (No Name Expected),,,
7904083,Scenario 414: Unsupported_Media - Hindi - Angry - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and let me know what service you’re looking for? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा आएगा मुझे अभी ठीक चाहिए 
 LLM: हाँ जी, scratch की repair हमारी listed services में directly available नहीं है। आप headlight restoration या full detailing के बारे में पूछ सकते हैं; exact scratch-repair price टीम ही confirm करेगी।",Not provided,User is looking for scratch repair; agent suggests headlight restoration or full detailing.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7904234,Scenario 415: Unsupported_Media - Hindi - Troll - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and let me know if you need headlight restoration or another detailing service? 
 
 user: kya aap ye theek kar sakte ho? kitna kharcha ayega? lol mazak kar raha tha 
 LLM: Haha, samajh gayi! DynamicDetailing mein scratch-related help ke liye full detailing packages *₹3,499* se start hote hain. Exact cost vehicle condition aur damage par depend karegi. Inkemaina help kavala?",Not provided,Full detailing packages for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7904386,Scenario 416: Unsupported_Media - Hindi - Troll - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can't view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा आएगा मज़ाक कर रहा था। 
 LLM: हाँ जी, scratches के लिए हमारे पास headlight restoration नहीं, बल्कि detailing services available हैं; exact scratch-repair service और price हमारे facts में नहीं है। आप vehicle की condition और scratch की details बताइए, team exact quote देगी।",Not provided,Detailing services for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7904537,Scenario 417: Unsupported_Media - Hindi - Troll - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a of a scratched car] 
 LLM: Thanks for the photo! I can't view images yet. Could you describe what you need? 
 
 user: क्या आप यह scratch ठीक कर हैं कितना खर्चा आएगा मज़ाक कर रहा था। 
 LLM: हाँ जी, scratch repair हमारी listed services में नहीं है। मैं DynamicDetailing Studio की detailing services के बारे में help कर सकती हूँ—exterior wash, interior cleaning, ceramic coating, PPF, headlight restoration, या full detailing. Inmein se किस service के बारे में जानना है?",Not provided,User asked about scratch repair and other detailing services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7904673,Scenario 418: Unsupported_Media - Hindi - Elderly - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Please describe the scratches and I’ll guide you on the suitable DynamicDetailing service. 
 
 user: kya aap ye theek kar sakte ho? kitna kharcha ayega? tech zyada nahi aati, aaram se batana 
 LLM: Haan ji, scratches ke liye headlight restoration nahi, paint-related detailing team ko dekhna padega. Exact price photo se confirm nahi kar sakti; vehicle condition aur scratch depth par depend karega—studio team inspection ke baad quote degi. Kya aap Hyderabad mein DynamicDetailing Studio, Jubilee Hills visit kar sakte hain?",,Paint-related detailing service for scratches.,,N/A (No Name Expected),,,
7904803,Scenario 419: Unsupported_Media - Hindi - Elderly - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! Image ni direct ga view cheyalenu. Scratch gurinchi konchem describe chesthe, available service options cheptha. 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा आएगा मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: हाँ जी, scratch repair के लिए हम headlight restoration नहीं, लेकिन detailing services देते हैं। Scratch कितना deep है, यह photo देखकर confirm नहीं कर पा रही हूँ; exact price team vehicle देखकर बताएगी। Surface-level scratch हो तो detailing में help मिल सकती है—आप scratch की depth और car model बता दीजिए जी।",Not provided,Scratch repair and detailing services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7904945,Scenario 420: Unsupported_Media - Hindi - Elderly - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me which detailing service you’re looking for? 
 
 user: क्या आप यह scratch ठीक कर सकते हैं कितना खर्चा मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: Haan ji, scratch ki severity dekhkar exact price team confirm karegi. Hamare paas *headlight restoration* ₹799 se, *full detailing* ₹3,499 se, aur *ceramic coating* ₹9,999 se available hai; scratch repair ke liye studio team inspection ke baad quote degi. Aap car studio laa sakte hain—appointment zaroori hai.",Not provided,Scratch repair and detailing services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7905085,Scenario 421: Unsupported_Media - Telugu - Cooperative - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Scratch gurinchi konchem describe cheyandi—paint surface meeda unda, leka deep ga unda? 
 
 user: ee scratches pothaya? entha avtundi? 
 LLM: Scratch surface-level aa, deep aa ane dani batti marutundi. Headlight restoration *₹799*; scratches kosam exact price car ni inspect chesaka team cheptaru. Studio ki appointment kavala?",,User requested information about scratch repair and headlight restoration service.,,N/A (No Name Expected),,,
7905235,Scenario 422: Unsupported_Media - Telugu - Cooperative - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: ఈ గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది 
 LLM: అవును, చిన్న surface scratches అయితే polishing లేదా full detailing తో తగ్గే అవకాశం ఉంటుంది. Exact price vehicle condition బట్టి మారుతుంది; headlight restoration కాదు, scratches కోసం team car చూసి quote ఇస్తారు — కావాలంటే studio కి రావడానికి appointment book చేస్తాను.",Not provided,Polishing or full detailing for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7905380,Scenario 423: Unsupported_Media - Telugu - Cooperative - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what help you need? 
 
 user: గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది 
 LLM: హ్మ్, scratch depth బట్టి మారుతుంది. మా దగ్గర headlight restoration కాదు, paint-related scratches కోసం exact price చెప్పాలంటే team vehicle చూసి quote ఇస్తారు; studio కి తీసుకొస్తే check చేసి చెప్తారు.",Not provided,Repair of scratches on the car.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7905537,Scenario 424: Unsupported_Media - Telugu - Angry - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: ee scratches pothaya? entha avtundi? naku ippude solution kavali! 
 LLM: Scratches light ga unte detailing or headlight restoration tho help avvachu; deep scratches ki exact solution car condition chusina tarvata team cheptaru. Exact price vehicle condition batti marutundi—starting prices *₹799* nunchi, kani scratch repair ki fixed price available ledu. Photo ni nenu view cheyalenu; scratch light aa deep aa describe chestara?",Not provided,User is looking for a solution for the scratches on their car.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7905685,Scenario 425: Unsupported_Media - Telugu - Angry - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Mee car scratches gurinchi konchem describe cheyyandi; DynamicDetailing lo exterior wash, headlight restoration, leka full detailing services available unnayi. 
 
 user: ఈ గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది నాకు ఇప్పుడే ఒక సొల్యూషన్ కావాలి 
 LLM: క్షమించండి, photo ని నేను view చేయలేను. గీతలు ఎంత deep గా ఉన్నాయో బట్టి solution, price మారుతాయి; మా team చూసి exact quote చెప్తారు. Scratches కోసం full detailing package four hundred ninety nine కాదు, కచ్చితమైన price ప్రస్తుతం చెప్పలేను — ఇప్పుడే studio కి తీసుకొస్తారా?",Not provided,User is interested in a solution for car scratches and full detailing services.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7905830,Scenario 426: Unsupported_Media - Telugu - Angry - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched 
 LLM: Thanks for the photo! I can’t view images yet. Scratch details describe cheyagalara—mee car ki headlight restoration or full detailing information kavala? 
 
 user: ఈ గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది నాకు ఇప్పుడే ఒక సొల్యూషన్ 
 LLM: సారీ, ఈ విషయంలో exact solution చెప్పడానికి photo ని view చేయలేను. Scratch ఎంత deep గా ఉందో బట్టి మారుతుంది; మా team చూసి headlight restoration లేదా full detailing లో సరైన option చెప్తారు.",,User is interested in headlight restoration or full detailing services.,,N/A (No Name Expected),,,
7905973,Scenario 427: Unsupported_Media - Telugu - Troll - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Scratch gurinchi konchem describe cheyyandi—mee car ki em help kavali? 
 
 user: ee scratches pothaya? entha avtundi? urike adiga le 
 LLM: Avunu, scratch depth batti pothayi. Exact price cheppalenu; studio lo team chusi quote istaru. Inkemaina help kavala?",,Scratch removal service is requested.,,N/A (No Name Expected),,,
7906115,Scenario 428: Unsupported_Media - Telugu - Troll - Voice_High_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you need? 
 
 user: ఈ గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది ఊరికే అడిగాను లే 
 LLM: సారీ, photo details నాకు కనిపించట్లేదు. Scratch surface మీద మాత్రమే ఉంటే polishing లేదా detailing తో తగ్గొచ్చు; exact price vehicle condition చూసిన తర్వాతే team చెప్తారు.",Not provided,Polishing or detailing for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7906261,Scenario 429: Unsupported_Media - Telugu - Troll - Voice_Low_Acc,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: ఈ గీతలు పోతాయా దీనికి ఎంత ఖర్చు అవుతుంది ఊరికే అడిగాను 
 LLM: హ్మ్... గీతలు ఎంత లోతుగా ఉన్నాయో బట్టి అవి పోతాయా లేదా చెప్పగలం. Headlight restoration కి four hundred ninety nine కాదు, scratches కోసం exact price చెప్పలేను; vehicle condition బట్టి మారుతుంది.",Not provided,Scratches removal service,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7906400,Scenario 430: Unsupported_Media - Telugu - Elderly - Text_Whatsapp,Handle unsupported_media multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: [Sends a photo of a scratched car] 
 LLM: Thanks for the photo! I can’t view images yet. Could you describe the scratches and tell me what service you’re looking for? 
 
 user: ee scratches pothaya? entha avtundi? technology artham kadu, slow ga cheppandi 
 LLM: Avunu, scratches chala varaku tagginchagalamu. Exact price car condition mariyu scratch depth batti marutundi; studio lo team check chesi cheptaru. Deep scratches ki full detailing or paint protection options suggest cheyavachu—meeku inspection/book cheyala?",Not provided,Inspection and possible detailing or paint protection for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
