Call ID,Scenario Name,Expected Outcome,Actual Transcript,Extracted Name,Extracted Service,Extracted Time,n8n Webhook & DB Status,Overall Status (Pass/Fail/Warning),AI Suggestions & Improvements,Counsel Suggestions
7921092,Scenario 83: Complaint - English - Elderly - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I visited your studio yesterday 
 LLM: I don’t have information about visits from yesterday. What would you like help with regarding DynamicDetailing Studio? 
 
 user: I got a interior cleaning done Please speak slowly I don't understand technology 
 LLM: Sure, I’ll speak slowly and keep it simple. What would you like help with regarding your interior cleaning? 
 
 user: The job was terrible 
 LLM: I’m sorry, that shouldn’t have happened. I’ve noted your complaint, and our manager will call you back to sort it out. 
 
 user: My car is ruined with scratches 
 LLM: I’m really sorry — that shouldn’t have happened. I’ve flagged the scratches for our manager, who will call you back to sort this out. 
 
 user: I want someone to fix this right now 
 LLM: I understand you’re frustrated. I can’t arrange an immediate repair directly, but I’ve flagged this urgently for our manager to call you back. 
 
 user: Connect me to your manager immediately 
 LLM: I understand you're frustrated. I can’t transfer calls directly, but I’ve flagged this for our manager to call you back. Please share your ten-digit phone number.",Not provided,Interior cleaning,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7921389,Scenario 84: Complaint - English - Elderly - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: visited your studio yesterday 
 LLM: Thanks for visiting DynamicDetailing Studio yesterday. How can I help you today? 
 
 user: I a exterior wash done Please speak slowly I don't understand technology 
 LLM: Sure, I’ll speak slowly. You had an exterior wash done yesterday—how can I help you today? 
 
 user: The job terrible 
 LLM: I’m sorry—the exterior wash should have been done properly. I’ve noted your complaint, and our manager will contact you shortly to sort this out. 
 
 user: My car ruined with scratches 
 LLM: I’m sorry, that should not have happened. Please don’t worry; our manager will personally call you shortly to address the scratches. 
 
 user: I want someone to fix this right 
 LLM: I understand you’re frustrated. I’ve flagged this for our manager, who will call you shortly to discuss the scratches and next steps. 
 
 user: Connect me to your immediately 
 LLM: I understand you're frustrated. Let me connect you to our manager.",,exterior wash,,N/A (No Name Expected),,,
7921811,Scenario 85: Complaint - Hindi - Cooperative - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kal mai studio aaya tha 
 LLM: Acha, kal studio aaye the. Aapko kis service ke baare mein help chahiye? 
 
 user: maine exterior wash karwaya tha 
 LLM: Ji, aapne kal exterior wash karwaya tha. Kya us service se related koi issue hai? 
 
 user: kaam bahut kharab hua hai 
 LLM: यह तो नहीं होना चाहिए था, sorry जी. मैं आपकी शिकायत manager को भेज रही हूँ; वह आपसे call करके इसे देखेंगे. 
 
 user: car pe scratches aa gaye 
 LLM: अरे, scratches आ जाना बिल्कुल ठीक नहीं है, sorry जी. आपकी शिकायत manager को भेज दी है; वह आपसे call करके इसे personally देखेंगे. 
 
 user: mujhe theek karwana hai 
 LLM: जी, समझ गई। Manager आपसे call करके scratches देखने और आगे का समाधान तय करने के लिए बात करेंगे. 
 
 user: manager se baat karni hai abhi 
 LLM: समझ गई, आप manager से अभी बात करना चाहते हैं। मैं उनका direct transfer नहीं कर सकती, लेकिन आपकी complaint note है और manager आपसे इसी नंबर पर जल्द call करेंगे.",,Exterior wash service,,N/A (No Name Expected),,,
7922242,Scenario 86: Complaint - Hindi - Cooperative - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके स्टूडियो आया था। 
 LLM: अच्छा जी, कल studio आए थे। किस service के लिए आए थे? 
 
 user: मैंने ceramic coating करवाई थी। 
 LLM: समझ गई जी। Ceramic coating के बाद कोई issue आया है, या आप कोई feedback देना चाहते हैं? 
 
 user: काम बहुत बेकार हुआ है। 
 LLM: यह तो नहीं होना चाहिए था, sorry जी। आप tension मत लीजिए, हमारी manager team आपकी शिकायत personally देखेगी और आपसे call back करेगी। उनका call इसी number पर आएगा? 
 
 user: गाड़ी में scratches आ गए हैं। 
 LLM: अरे, scratches आना नहीं चाहिए था, sorry जी। मैंने आपकी complaint manager team को भेज दी है; वे इसी number पर आपसे call back करेंगे। 
 
 user: मुझे यह अभी ठीक करवाना है। 
 LLM: समझ गई जी। आपकी गाड़ी के scratches का मामला manager team ही तुरंत देखेगी; वे इसी number पर call back करेंगी। 
 
 user: मुझे अभी manager से बात करनी है। 
 LLM: जी, मैं आपकी बात समझ गई। अभी call transfer नहीं कर सकती; manager team को आपकी complaint भेज दी है, वे इसी number पर call back करेंगी।",Not provided,Ceramic coating,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
Not Found,Scenario 87: Complaint - Hindi - Cooperative - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,No matching call found in recent logs. Test may have failed to execute.,,,,N/A (No Name Expected),,,FAIL: Test Scenario 87 failed to execute in the E2E harness.
7938586,Scenario 88: Complaint - Hindi - Angry - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kal mai studio aaya tha 
 LLM: Oh, kal studio ki vachara? Meeku service gurinchi edaina help kavala? 
 
 user: maine exterior wash karwaya tha mujhe abhi solution chahiye! 
 LLM: Aapki exterior wash service ke baad issue hua hai? कृपया short mein batayein kya problem aa rahi hai. 
 
 user: kaam bahut kharab hua hai 
 LLM: यह तो नहीं होना चाहिए था, sorry जी. आप tension मत लीजिए, मैंने आपकी concern manager को भेज दी है; वह आपसे जल्द contact करेंगे. 
 
 user: car pe scratches aa gaye 
 LLM: अरे, scratches आना नहीं चाहिए था. मैं समझ रही हूँ—आपकी complaint manager को भेज दी है, वो आपसे जल्द contact करेंगे. 
 
 user: mujhe theek karwana hai 
 LLM: जी, manager आपकी car के scratches की जाँच करवाकर आगे की कार्रवाई बताएँगे. आपका contact number confirm कर दीजिए। 
 
 user: manager se baat karni hai abhi 
 LLM: ठीक है जी, मैंने आपकी request note कर ली है. Manager आपसे जल्द call back करेंगे.",Not provided,Exterior wash service,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7938791,Scenario 89: Complaint - Hindi - Angry - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके स्टूडियो आया था। 
 LLM: अच्छा, आप कल studio आए थे। आपको किस चीज़ में help चाहिए—service के बारे में या कोई complaint है? 
 
 user: मैंने exterior wash करवाई थी। मुझे यह अभी ठीक चाहिए 
 LLM: यह ठीक नहीं हुआ, sorry जी। आपकी concern मैंने manager को भेज दी है; वो आपको जल्दी call करके इसे sort out करेंगे। 
 
 user: काम बहुत बेकार हुआ है। 
 LLM: समझ गई, काम खराब हुआ तो आपकी नाराज़गी जायज़ है। Manager को आपकी complaint फिर से भेज दी है; वो आपको call करके इसे देखेंगे। 
 
 user: गाड़ी में scratches आ गए हैं। 
 LLM: अरे, scratches नहीं आने चाहिए थे। Sorry जी, आपकी complaint manager को भेज दी है; वो आपसे call करके personally इसे देखेंगे। 
 
 user: मुझे यह अभी ठीक करवाना है। 
 LLM: जी, समझ गई। मैं अभी repair करवाने का वादा नहीं कर सकती, लेकिन manager को आपकी urgent complaint भेज दी है; वो आपसे call करके आगे की action बताएँगे। 
 
 user: मुझे अभी manager से बात करनी है। 
 LLM: ठीक है जी, मैंने आपकी request manager को भेज दी है। वो आपसे इसी number पर जल्द call back करेंगे।",Not provided,Exterior wash service.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7939003,Scenario 90: Complaint - Hindi - Angry - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके आया था। 
 LLM: अच्छा, आप कल DynamicDetailing Studio आए थे—उसके बारे में क्या help चाहिए? 
 
 user: मैंने करवाई थी। मुझे यह अभी ठीक चाहिए 
 LLM: अच्छा, समझ गई। आपको अभी गाड़ी की service में कोई issue ठीक करवाना है—कृपया बताइए, क्या problem आ रही है? 
 
 user: काम बेकार हुआ है। 
 LLM: यह तो नहीं होना चाहिए था, sorry जी। मैं आपकी complaint manager को भेज रही हूँ; कृपया अपना दस अंकों का WhatsApp number बताइए। 
 
 user: गाड़ी में scratches आ गए 
 LLM: अरे, यह नहीं होना चाहिए था, sorry जी। आपकी complaint manager को दे रही हूँ; आपका दस अंकों वाला WhatsApp number बताइए। 
 
 user: मुझे अभी ठीक करवाना है। 
 LLM: समझ गई, आपको scratches अभी ठीक करवाने हैं। Manager personally आपको call करके next step arrange करेंगे—अपना दस अंकों का WhatsApp number बताइए। 
 
 user: अभी manager से बात करनी है। 
 LLM: जी, समझ गई। मैंने आपकी request manager तक भेज दी है; manager आपको इसी number पर call back करेंगे।",Not provided,User wants the scratches fixed immediately.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,," [Suggested Fix: Verify OmniDimension populates {caller_number} correctly, or make the n8n webhook more resilient to missing numbers]"
7939109,Scenario 91: Complaint - Hindi - Troll - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kal mai studio aaya tha 
 LLM: Oh, aap kal studio aaye the. Kis service ke baare mein help chahiye? 
 
 user: maine ceramic coating karwaya tha lol mazak kar raha tha 
 LLM: Haha, samajh gayi! Main DynamicDetailing ki services ke baare mein help kar sakti hoon—ceramic coating ya koi aur service chahiye?",Not provided,ceramic coating,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7939226,Scenario 92: Complaint - Hindi - Troll - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके स्टूडियो आया था। 
 LLM: अच्छा जी, कल की visit के बारे में मेरे पास details नहीं हैं। आपको किस चीज़ में help चाहिए? 
 
 user: मैंने exterior wash करवाई थी। मज़ाक कर रहा था। 
 LLM: अच्छा जी, समझ गई—मज़ाक था। मैं DynamicDetailing की services और bookings में help कर सकती हूँ। Inkemaina help kavala?",Not provided,exterior wash,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7939360,Scenario 93: Complaint - Hindi - Troll - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके स्टूडियो था। 
 LLM: अच्छा, आप कल हमारे studio आए थे। किस service के लिए आए थे? 
 
 user: मैंने coating करवाई थी। मज़ाक कर रहा था। 
 LLM: अच्छा, समझ गई—मज़ाक था। DynamicDetailing से जुड़ी किसी service की जानकारी चाहिए तो बताइए।",,coating,,N/A (No Name Expected),,,
7939700,Scenario 94: Complaint - Hindi - Elderly - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: kal mai studio aaya tha 
 LLM: Sorry, naku past visit details teliyavu. Mee visit gurinchi em help kavali? 
 
 user: maine ceramic coating karwaya tha tech zyada nahi aati, aaram se batana 
 LLM: Haan ji, bilkul—main aaram se samjhaungi. Aapko ceramic coating ke baad care instructions chahiye, ya coating mein koi problem aa rahi hai? 
 
 user: kaam bahut kharab hua hai 
 LLM: यह तो नहीं होना चाहिए था, sorry जी. मैं आपकी शिकायत manager को दे रही हूँ; आपका contact number नहीं है, अपना दस अंकों वाला WhatsApp number बताएँ। 
 
 user: car pe scratches aa gaye 
 LLM: यह तो नहीं होना चाहिए था, sorry जी. मैंने scratches की complaint note कर दी है; manager आपसे जल्दी बात करेंगे। अपना दस अंकों वाला WhatsApp number बताएँ। 
 
 user: mujhe theek karwana hai 
 LLM: समझ गई जी, आप scratches ठीक करवाना चाहते हैं। मैं आपकी request manager को देती हूँ; अपना दस अंकों वाला WhatsApp number बताएँ। 
 
 user: manager se baat karni hai abhi 
 LLM: ठीक है जी, manager आपसे जल्दी बात करेंगे। आपका दस अंकों वाला WhatsApp number बताएँ।",Not provided,Ceramic coating and repair for scratches.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7939965,Scenario 95: Complaint - Hindi - Elderly - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं आपके स्टूडियो आया था। 
 LLM: अच्छा जी, कल studio आए थे। किस service के लिए आए थे? 
 
 user: मैंने full detailing करवाई थी। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: जी, full detailing में car के अंदर और बाहर की deep cleaning की जाती है। इसमें ₹3,499 से pricing शुरू होती है, लेकिन exact काम vehicle की condition पर depend करता है। 
 
 user: काम बहुत बेकार हुआ है। 
 LLM: यह तो नहीं होना चाहिए था, sorry जी। मैंने आपकी complaint manager को भेज दी है; वे आपसे इस issue को लेकर बात करेंगे। 
 
 user: गाड़ी में scratches आ गए हैं। 
 LLM: अरे, scratches आना नहीं चाहिए था, sorry जी। मैंने यह भी manager को बता दिया है; वे आपसे इस concern पर बात करेंगे। 
 
 user: मुझे यह अभी ठीक करवाना है। 
 LLM: समझ गई जी। Scratches वाला issue manager personally देखेंगे और repair के लिए आगे guide करेंगे; मैं यहाँ repair या appointment confirm नहीं कर सकती। 
 
 user: मुझे अभी manager से बात करनी है। 
 LLM: जी, समझ गई। आपकी request और scratches वाली complaint manager को भेज दी है; वे आपसे जल्द call back करेंगे।",Not provided,Full detailing service.,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7940210,Scenario 96: Complaint - Hindi - Elderly - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: कल मैं स्टूडियो आया था। 
 LLM: अच्छा जी, कल studio में क्या हुआ था? 
 
 user: मैंने cleaning करवाई थी। मुझे technology समझ नहीं आती आराम से बताएँ। 
 LLM: समझ गई। आपने कल cleaning करवाई थी—आपको किस चीज़ के बारे में आराम से समझना है? 
 
 user: काम बहुत बेकार हुआ 
 LLM: यह तो नहीं होना चाहिए था, sorry जी। आपकी शिकायत मैंने manager को भेज दी है; वे आपसे इस मामले में call करके बात करेंगे। 
 
 user: गाड़ी में scratches आ हैं। 
 LLM: अरे, scratches आना बिल्कुल ठीक नहीं है। आपकी गाड़ी की शिकायत manager को बता दी है; वे आपसे call करके इसे देखेंगे। 
 
 user: मुझे यह अभी करवाना है। 
 LLM: समझ गई, आप इसे अभी ठीक करवाना चाहते हैं। मैं complaint और नई service की booking दोनों manager से coordinate करवाऊँगी। 
 
 user: मुझे manager से बात करनी है। 
 LLM: ठीक है जी, आपकी complaint note कर ली है। Manager आपसे इसी number पर shortly call करेंगे।",,User wants the scratches fixed immediately.,,N/A (No Name Expected),,,
7897568,Scenario 97: Complaint - Telugu - Cooperative - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: exterior wash price entha? 
 LLM: *Exterior wash* price *₹499*. Appointment avasaram. Inkemaina help kavala? 
 
 user: malli cheppu, exterior wash entha? 
 LLM: *Exterior wash* price *₹499*. Appointment avasaram. Inkemaina help kavala? 
 
 user: inkosari, exterior wash entha avtundi? 
 LLM: *Exterior wash* ki *₹499*. Appointment avasaram. Inkemaina help kavala?",,exterior wash,,N/A (No Name Expected),,,
7897483,Scenario 98: Complaint - Telugu - Cooperative - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: What is the price for full detailing 
 LLM: *Full detailing* starts at *₹3,499*. Exact pricing vehicle condition batti marutundi. Inkemaina help kavala? 
 
 user: Sorry what was the price for full detailing again 
 LLM: *Full detailing* starts at *₹3,499*. Inkemaina help kavala? 
 
 user: One more time how much is full detailing 
 LLM: *Full detailing* starts at *₹3,499*. Inkemaina help kavala?",,full detailing,,N/A (No Name Expected),,,
7899238,Scenario 99: Complaint - Telugu - Cooperative - Voice_Low_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I got exterior wash done last week 
 LLM: Got it. Meeku aa exterior wash gurinchi emaina issue unda, leda feedback share cheyyalanukuntunnara? 
 
 user: I am not happy with the result I want a full refund back to my card I want this fixed NOW 
 LLM: I understand you’re frustrated. I can’t process card refunds directly, so I’ve flagged this with our manager for an urgent callback to review the exterior wash and refund request.",,Exterior wash service was requested last week.,,N/A (No Name Expected),,,
7897496,Scenario 100: Complaint - Telugu - Angry - Text_Whatsapp,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: What the price for interior cleaning 
 LLM: *Interior cleaning* price *₹799*. Appointment required. Inkemaina help kavala? 
 
 user: Sorry what the price for interior cleaning again 
 LLM: *Interior cleaning* price *₹799*. Appointment required. Inkemaina help kavala? 
 
 user: One more time much is interior cleaning 
 LLM: *Interior cleaning* price *₹799*. Appointment required. Inkemaina help kavala?",Not provided,Interior cleaning,Not provided,[FAILED] 'Not provided' missing from Google Sheet,,,
7899351,Scenario 101: Complaint - Telugu - Angry - Voice_High_Acc,Handle complaint multi-turn flow adhering to guardrails.,"user:  
 LLM: Hello.. DynamicDetailing Studio nunchi Siri matladutunna. Ela help cheyagalanu andi? 
 
 user: I got exterior wash done last week. 
 LLM: I can help with DynamicDetailing services. Could you share what you need regarding the exterior wash? 
 
 user: I am not happy with the result, I want a full refund back to my card. LOL just kidding. 
 LLM: Glad you were joking! If there’s any genuine issue with last week’s exterior wash, I can have our manager review it. Inkemaina help kavala?",,Exterior wash service,,N/A (No Name Expected),,,
